Ammonia,Benzene,Alcohol,CO,Methane,CNG,LPG,Butane,Hydrogen,Smoke,Propane,AQI
34.46,1.92,3.57,0.05,9.54,5.05,9.36,2.28,2.25,42.13,6.1,110.4
16.11,2.05,6.06,0.06,1.81,0.39,0.37,7.8,3.98,118.68,7.43,135.75
9.94,0.81,5.19,9.85,5.42,3.55,6.41,4.91,4.33,108.53,8.99,126.99
12.81,3.07,3.42,12.07,2.37,1.22,3.78,9.74,6.42,147.79,2.45,168.23
40.58,3.5,0.63,10.72,1.58,6.15,6.45,4.24,5.64,14.18,5.51,123.39
38.44,1.41,4.65,14.91,8.57,7.85,5.88,9.81,7.66,62.58,9.01,141.98
46.08,2.95,3.45,7.37,6.57,1.47,1.24,9.11,6.29,161.31,9.95,211.87
35.71,3.33,8.23,9.36,9.62,6.9,2.39,4.79,4.88,142.94,7.8,172.17
17.06,3.53,0.14,0.64,6.72,5.39,3.77,3.14,9.27,121.19,7.39,140.89
18.55,3.29,1.95,19.48,9.42,1.81,1.93,9.53,1.82,146.22,9.24,185.32
45.57,0.89,7.84,16.41,3.88,1.54,3.76,2.83,4.21,39.39,5.41,93.61
46.09,3.1,2.64,9.58,1.28,8.86,2.74,6.8,0.11,186.09,2.17,198.25
26.71,2.08,8.83,4.61,0.27,7.65,8.19,7.67,9.55,105.75,0.44,152.01
3.69,4.44,6.26,6.27,0.78,3.26,1.83,8.48,7.16,0.87,6.26,64.1
17.76,1.08,3.75,16.75,6.56,4.65,9.44,4.08,7.64,107.65,0.23,154.31
47.53,3.47,8.57,11.89,4.62,5.6,1.18,3.21,8.45,74.52,6.86,141.66
11.25,2.25,4.74,17.61,2.15,6.79,4.21,5.17,8,56.54,6.15,118.71
31.37,3.38,1.86,2.17,0.02,7.16,1.59,1.36,3.59,2.33,0.51,57.56
23.18,1.79,4.96,18.46,5.84,3.65,5.06,2.81,3.32,63.99,7.77,114.77
25.31,1.57,1.08,9.6,0.53,4.93,2.1,8.76,4.74,118.08,4.03,133.68
28.34,2.43,5.81,19.61,5.29,5.95,2.6,9.86,1.85,60.01,6.6,136.55
20.98,1.59,6.74,6.89,2.64,2.29,8.89,7.7,6.99,40.5,4.6,107.84
3.25,4.06,6.05,6.6,7.44,3.81,8.69,1.78,9.39,188.3,2.04,183.5
7.72,3.84,5.42,0.7,9.64,8.04,7.95,7.24,5.24,120.05,1.66,133.25
36.53,1.93,4.92,16.49,2.41,6.55,1.23,8.55,5.04,184.75,2.22,204.74
49.97,1.73,1.65,4.21,3.61,1.65,1.38,8.91,3.4,93.4,6.69,130.04
28.27,3.32,3.28,16.78,8.81,1.48,3.35,4.43,6.56,70.16,8.61,126.87
26.03,1.63,5.51,13.55,3.29,6.92,7.88,2.64,5.92,164.29,5.99,184.53
23.48,2.84,0.5,19.46,5.06,5.29,1.28,3.69,4.1,2.57,6.65,69.73
41.69,4.74,6.14,9.14,2.18,2.97,8.49,2.66,3.12,117.87,0.94,157.04
35.5,0.6,8.1,10.68,3.68,9.73,9.83,7.19,5.5,70.9,9.58,150.91
34.33,0.59,1.2,9.69,7.43,0.25,1.56,3.4,6.72,13.34,4.29,72.25
28.2,1.18,3.55,6.52,5.39,3.19,4.87,6.35,1.46,122.75,2.83,139.35
45.67,4.07,4.03,11.63,6.55,0.06,8.33,6.55,0.58,78.53,5.16,153.77
0.17,2.04,4.05,12.8,1.08,9.6,1.58,7.59,6.88,104,3.75,113.71
2.3,4.16,4.52,0.6,5.35,8.64,9.89,1.09,9.21,128.12,1.43,136.01
31.86,3.64,0.48,5.81,0.71,4.48,2.41,9.69,3.48,171.19,9.46,183.89
48.65,3.16,4.35,17.34,1.21,4.15,5.13,5.76,3.41,22.22,1.71,112.44
37.93,2.24,6.26,14.8,5.5,0.4,8.19,1.55,8.2,144.46,8.47,184.97
38.7,4.39,5.08,4.28,9.13,0.11,7.97,6.52,7.82,160.12,6.46,202.7
5.15,2.29,3.45,10.53,4.06,6.64,1.92,5.82,0.49,129.21,1.71,125.97
48.88,3.85,0.42,4.6,4.38,0.52,8.64,8.15,0.91,49.86,2.65,128.52
2.94,4.37,9.68,0.27,9.1,4.13,4.59,5.2,8.11,73.59,5.13,117.4
20.52,3.05,8.16,10.58,8.73,7.22,8.65,8.96,9.06,145.64,1.61,184.73
7.09,2.12,6.93,19.98,6.17,0,9.31,0.64,4.33,74.86,7.03,106.74
4.09,1.07,8.61,14.6,7.1,6.55,9.15,9.03,0.63,153.7,0.77,154.27
10.81,2.14,5.22,3.68,9.76,2.74,5.29,6.86,9.2,85.9,0.67,124.71
41.82,3.24,7.17,18.37,9.28,4.81,1.16,7.66,8.24,104.98,2.79,178.79
48.63,2.51,3.26,7.71,7.26,2.8,1.62,4.86,0.25,160.95,3.56,180.58
45.99,4.35,1.12,13.13,9.31,6.18,9.59,0.12,6.49,162.48,1.39,214.64
42.75,2.84,5.05,18.75,2.81,6.36,5.44,5.31,7.45,141.58,3.94,193.63
8.93,2.94,0.1,16.76,5.18,5.96,2.34,1.86,4.39,84.37,7.05,116.44
19.58,1.33,8.98,1.91,1.64,4.02,6,5.27,4.46,81.19,8.02,109.69
21.87,3.07,8.44,16.53,1.24,5.61,2.8,0.48,0.73,151.23,1.63,142.39
6.86,4.44,8.26,5.32,5.19,7.31,9.5,9.57,2.47,88.7,0.77,138.85
47.84,0.4,5.34,4.03,5.01,9.96,0.79,2.46,7.45,101.88,6.69,157.68
23.7,3.45,4.59,17.91,4.02,4.25,6.33,0.62,0.3,121.1,0.51,130.02
33.12,3.36,0.21,18.31,0.78,1.73,6.84,9.74,0.22,74.26,3.12,136.62
25.14,4.3,1.36,8.83,6.03,2.56,8.19,6.39,9.09,97.87,9.4,135.33
31.06,0.23,4.31,9.97,9.81,3.11,7.54,1.48,6.66,113.43,9.97,141.37
7.92,1.43,4.43,16.53,4.44,4.45,4.35,4.49,4.87,61.92,4.72,96.17
2.95,0.99,3.92,18.44,2.23,9.48,2.67,4.54,7.25,116.01,2.57,137.81
21.23,1.87,5.65,4.54,1.91,7.85,5.42,5.7,6.44,62.75,9.92,110.89
2.66,0.73,7.11,11.44,2.62,4.82,8.23,9.08,8.38,182.79,0.66,171.77
16.24,0.26,0.22,7.06,0.91,8.09,0.99,8.56,1.37,120.5,6.55,118.78
10.7,4.73,6.31,4.4,9.72,7.45,5.58,3.89,5.59,69.25,2.35,99.1
48.69,1.22,8.21,10.56,9.19,3.72,5.93,0.71,0.47,62.91,9.93,115.7
42.75,2.78,0.39,12,2.31,7.84,6.19,4.84,2.25,182.47,5.4,176.79
26.96,1.91,3.3,11.1,2.71,7.91,1.52,6.95,3.29,37.42,4.86,115.54
41.77,2.82,0.51,8.07,0.92,9.07,2.49,7.21,6.5,117.92,6.25,167.14
3.87,0.4,9.06,7.1,6.54,4.77,1.07,7.61,1.68,188.6,3.91,159.1
15.68,0.16,7.79,8.24,5.59,5.52,2.65,8.92,4.48,178.74,7.14,187.92
23.82,2.87,7.01,1.64,2.12,6.02,8.34,6.91,1.75,41.32,8.28,83.05
36.01,4.07,7.12,5.07,9.01,8.75,0.08,8.53,6.63,12.19,3.58,98.62
18.77,0.75,6.13,6.71,0.19,9.48,4,8.37,8.02,133.5,1.2,151.02
27.08,4.66,7.54,11.21,4.59,5.19,9.56,0.19,0.26,19.94,4.19,88.27
13.54,4.18,4.05,16.84,9.14,1.42,7.14,8.53,2.63,72.3,0.32,113.6
12.41,3.17,2.5,1.33,8.92,3.05,9.88,5.52,0.95,143.33,5.04,139.5
37.22,1.45,4.58,10.53,7.25,4.6,3.22,6.29,8.55,191.35,4.44,195.92
1.12,2.92,5.3,5.83,3.22,8.36,1.22,6.44,2.05,20.22,7.58,47.44
47.08,1.83,2.35,2.29,5.36,6.46,6.48,6.9,4.95,57.9,4.88,133.93
37.69,1.25,9.55,19.99,1.18,5.08,8.66,2.08,0.3,169.18,3.37,198.72
22.52,4.3,3.57,18.99,9.68,1.97,8.88,1.12,4.32,181.84,4.27,211.87
42.87,0.33,4.85,2.58,7.72,3.37,8.88,4.09,1.68,190.66,0.28,206.65
1.68,2.94,6.59,10.58,8.91,6.8,0.6,8.87,2.22,2.02,7.57,68.62
6.99,1.72,9.23,4.62,7.24,4.72,8.84,5.98,1.75,144.07,3.62,132.83
27.8,2.18,5.46,2.02,2.64,4.32,9.21,1.25,6.67,131.65,4.7,150.27
1.46,2.78,5.34,1.22,3.71,4.6,1.94,8.43,4.79,33.13,0.36,66.35
21.51,0.52,8.07,9.68,8.57,2.23,9.59,1.18,7.03,87.47,3.77,123.86
33.32,2.85,3.66,11.55,7.43,5.28,3.01,7.94,6.35,90.13,4.25,135.83
43.72,2.71,4.98,5.23,9.52,4.14,2.69,5.11,8.2,125.9,9.73,168.93
24.66,2.03,8.11,11.24,3.08,9.09,2.36,7.67,2.67,199.42,1.87,211.87
14.14,2.8,5.83,14.09,9.9,6,6.83,0.2,7.78,155.71,2.31,172.01
32.82,3.86,3.54,14.83,2.53,1.95,8.1,0.74,1.69,84.94,5.22,140.66
29.95,2.04,9.63,14.33,1.27,1.44,5.35,4.35,7.75,91.91,4.87,144.17
23.14,4.4,6.02,0.27,9.62,7.73,0.29,0.76,6.16,121.42,5.85,127.2
11.69,2.42,3.47,18.17,2.18,5.7,4.52,6.9,1.92,168.23,0.1,167.64
40.54,0.53,8.17,16.3,3.86,7.94,5.72,8.17,8.11,119.84,3.05,170.01
21.87,3.19,4.96,2.48,6.4,8.4,9.96,8.02,2.21,48.88,5.59,107.44
46.43,3.64,7.03,11.58,6.33,4.97,0.83,2.25,8.83,41.25,1.02,109.37
42.76,2.01,9.8,1.82,2.87,3.49,1.08,7.09,0.57,148.53,3.77,155.83
19.02,0.59,9.84,15.82,4.95,7.51,2.41,2.18,0.31,29.92,8.04,68.28
40.67,3.87,5.77,3.98,2.21,1.69,6.2,3.84,7.6,98.86,5.61,134.96
18.97,2.47,2.77,7.06,5.28,9.38,4.28,6.72,6.51,128.84,7.08,147.95
23.35,4.78,8.66,18.67,1.06,6.05,8.62,1.64,8.23,173.02,7.57,197.22
36.29,2.43,8.16,0.99,2.34,5.75,6.73,2.12,0.77,199.73,8.35,186.33
45.7,3.19,5.46,6.73,5.65,2.91,1.24,1.55,0.89,177.82,7.2,195.44
35.99,4.14,3.39,13.32,9.97,1.89,5.67,7.56,3.31,185.06,6.5,226.01
0.73,2.47,5.6,19.88,3.04,1.44,1.15,3.63,9.89,31.01,6.23,87.16
42.08,0.07,9.43,13.07,5.79,2.25,3.53,8.63,2.62,190.41,7.76,210.3
22.28,1.13,6.29,8.41,4.64,9.26,3.57,6.28,8.01,180.02,8.37,196.62
20.76,2.5,3.74,0.6,3.14,3.13,5.5,6.06,5.06,14.34,8.27,65.2
42.49,3.12,9.04,10.96,8.21,0.46,8.12,5.22,7.09,117.8,7.7,169.98
43.14,3.28,5.23,2.12,0.31,5.49,9.37,2.97,7.64,62.52,5.12,116
39.96,2.06,2.05,1.6,1.61,2.05,7.5,9.18,3.97,199.85,6.66,215.9
25.01,1.74,1.14,10.1,6.37,5.14,2.02,5.51,5.51,195.84,0.55,179.92
16.01,0.06,7.25,2.08,3.65,3.91,9,2.14,8.98,26.53,5.24,88.55
17.84,1.13,3.85,15.98,6.74,9.86,0.96,3,8.68,30.44,2.9,95.18
37.15,2.98,0.62,5.01,7.06,4.09,1.11,3.53,3.29,55.36,3.26,112.62
19.62,1.29,6.83,15.6,6.87,9.04,3.33,0.11,5.75,182.76,8.56,185.14
3.24,0.62,4.8,11.73,5.31,3.73,6.62,4.12,0.09,99.19,0.3,119.64
37.28,3.06,6.77,2.15,0.59,0.85,1.61,6.49,0.21,147.4,5.18,168.42
9.1,3.91,2.78,5.65,8.21,9.24,3.11,1.36,5.11,169.29,1.85,166.31
25.72,1.66,1.1,1.48,1.22,0.72,5.51,8.95,4.73,22.35,8.33,86.85
1.24,1.47,9.33,10.26,3.55,3.57,0.23,5.23,4.54,175.02,8.95,162.52
1.34,4.29,4.48,11.23,4.15,5.15,5.3,9.83,6.45,85.98,8.65,133.93
11.81,1.79,8.45,5.19,6.3,6.44,9.74,1.51,6.43,46.99,1.48,92.5
14.4,4.17,9.15,8.97,0.39,0.35,7.6,5.72,8.33,30.04,6.35,95.16
46.76,3.63,7.09,9.22,8.16,6.15,2.4,1.39,5.33,124.81,3.52,168.08
27.9,4.93,1.56,3.63,4.75,3.77,3.26,5.12,3.61,156.55,9.4,170.06
5.83,2.84,8.31,19.75,3.18,2.66,2.43,6.11,5.59,113.33,5.82,164.2
19.12,4.96,9.51,18.7,2.51,6.79,3.15,0.3,9.78,68.91,9.24,124.51
13.23,4.67,2.6,12.27,4.45,5.43,9.66,5.32,8.29,65.75,8.91,133.5
47.06,3.24,8.58,11.79,9.69,0.01,4.62,7.8,5.87,150.75,1.31,192.8
14.36,2.41,7.55,5.96,5.79,3.16,2.23,0.88,4.62,45.86,3.82,65.81
45.3,3.22,1.91,19.04,8.42,0.38,2.09,7.51,9.55,65.74,3.18,159.05
7.23,0.64,0.72,16.06,4.14,1.5,7.69,0.65,2.93,4.14,8.96,75.26
41.98,3.19,4.24,5.73,1.81,8.81,5.37,7.42,9.9,121.19,4.78,181.45
29.06,0.2,3.24,8.68,6.89,6.03,3.47,0.66,0.29,180.6,6.09,172.92
42.36,0.26,7.47,5.57,5.81,2.38,1.75,1.25,9.35,111.05,6.95,148.71
31.13,1.73,2.33,11.21,4.47,7.91,1.75,3.63,9,46.11,6.99,96.69
20.06,3.77,5.65,1.1,9.71,6.33,3.53,8.75,6.27,91.34,2.09,126.87
31.37,0.97,3.78,10.36,9.09,3.35,7.22,9.08,6.19,79.17,2.2,149.91
20.07,1.1,9.16,4.37,5.39,2.44,9.51,2.63,1.15,120.03,1.74,138.7
11.56,3.75,5.47,11.33,9.25,5.98,1.18,2.95,3.41,65.15,5.61,100.42
7.74,2.7,6.93,7.36,8.34,7.53,1.83,5.32,6.82,90.09,5.85,110.05
16.86,4.72,6.66,14.36,1.86,7.28,2.86,5.06,6.39,131.5,6.76,168.73
26.27,3.4,9.71,17.85,5.6,6.75,6.39,6.52,2.36,69.11,1.78,131.61
6.71,1.36,6.57,12.44,8.49,1.56,8.22,5.52,8.64,111.88,6.55,150.33
6.43,1.51,8.79,5.85,8.24,6.92,0.84,2.09,0.86,121.93,4.72,123.48
12.65,3.62,5.46,14.67,8.55,0.46,6.91,6.27,9.42,161.55,5.76,181.63
25.18,4.95,9.68,19.08,1.78,9,4.09,1.98,8.16,25.28,4.4,117.06
48.29,2.87,3.4,10.07,2.66,8.79,1.14,0.98,6.15,65.55,7.3,115.9
9.04,3.42,2,9.38,5.82,8.7,1.98,8.88,1.21,57.29,9.76,102.24
5.78,3.22,7.99,15.81,0.29,3.55,2.55,7.05,6.51,16.11,6.35,82.4
7.66,4.37,3.94,8.94,1.97,8.57,6.03,5.69,0.39,81.72,7.65,109.88
34.73,1.41,1.74,15.55,4.17,4.24,1.57,2.65,4.55,14.07,8,74.41
38.64,2.23,7.67,11.62,2.75,8.67,2.79,0.82,3.84,65.39,7.26,116.89
3.41,3.99,8.93,6.81,0.73,2.3,7.26,6.11,2.47,26.91,5.12,61.58
28.55,1.37,8.8,14.71,0.77,8,4.81,4.22,4.31,20.47,4,82.11
24.29,4.66,5.04,17.56,5.83,3.78,4.3,8.01,6.93,16.57,9.99,118.12
20.67,3.92,3.04,8.9,4.67,2.88,1.65,8.07,2.69,74.55,6.27,117.45
36.76,1.68,4.44,6.63,6.95,8.55,6.74,6.77,5.37,157.14,2.05,206.19
8.08,1.64,6.79,15.89,4.18,5.26,0.33,5.46,9.86,152.73,0.66,176.33
47.1,2.12,7.35,5.09,1.22,0.5,7.74,6.11,1.84,26.31,2.48,93.55
47.63,2.07,6.92,13.63,6.69,1.75,0.19,9,6.72,53.91,4.15,130.44
36.22,1.67,8.34,12.69,9.77,1.29,7.58,9.26,2.73,151.65,8.85,193.94
2.51,0.77,9.9,6.37,3.73,2.84,9.26,8.79,2.39,166.06,1.34,156.17
3.02,4.57,4.69,18.01,1.23,1.74,2.23,9.69,7.78,16.13,8.87,97.15
30.49,4.03,8.56,3,5.43,9.06,6.4,0.37,1.33,138.29,3.81,158.55
23.81,0.55,5.83,12.86,8.33,9.48,6.07,2.86,3.84,182.92,5.78,188.46
34.87,2.62,2.61,12.44,9.84,1.91,5.93,2.65,3.73,167.28,5.85,181.05
47.65,0.81,5.74,4.95,4.36,7.41,8.64,9.52,5.94,151.34,2.84,201.6
4.86,1.23,9.65,14.11,5.83,2.03,2.24,5.97,2.04,194.08,7.21,188.7
44.99,4.15,2.72,1.63,6.49,1.73,3.96,8.4,5.86,92.71,5.66,143.07
9.72,0.41,0.59,16.66,3.36,1.24,7.68,1.35,8.49,61.88,2.57,101.27
26.51,1.96,3.96,14.29,2.05,2.95,8.97,7.65,2.06,153.46,2.68,185.23
48.43,4.97,8.74,17.39,6.68,0.64,9.31,9.07,6.2,94.25,7.16,182.41
49.03,0.7,0.57,10.97,1.97,3.93,9.07,0.19,3.03,47.12,6.42,119.94
14.54,4.63,0.58,13.69,4.45,4.56,4.08,1.87,6.23,125.16,0.18,139.29
39.02,4.2,4.08,11.53,4.82,2.68,0.8,5.59,7.42,164.44,2,187.1
2.12,0.03,9.22,3.2,2.03,2.76,6.47,4.61,9.53,43.99,8.11,94.96
39.76,1.97,9.74,1.81,0.98,8.13,7.17,0.91,9.18,147.85,0.97,185.76
31.82,1.99,6.99,17.9,1.24,7.31,1.49,0.6,4.5,127.56,2.54,148.64
12.86,1.71,4.42,11.68,1.7,4.1,7.44,5.39,5.13,34.41,2.85,79.4
5.6,2.69,3.66,13.06,2.12,4.44,0.56,1.4,5.57,86.08,3.86,87.39
2.29,1.08,1.48,2.66,8.84,0.9,0.35,6.73,9.39,33.37,9.08,68.02
23.61,3.98,7.48,18.6,2.65,2.91,5.18,6.18,6.87,174.22,3.17,203.92
19.35,0.63,5.83,6.91,2.9,0.55,8.31,5.52,8.05,20.31,7.54,89.31
25.06,2.74,7.29,15.71,3.17,5.11,6.41,7.22,7.91,95.35,3.73,172.27
33.28,4.42,4.1,9.8,7.18,1.13,7.49,9.96,7.42,192.05,2.54,236.16
35,4.83,9.25,3.69,2.44,3.81,6.35,1.66,8.38,94.61,9.42,140.4
6.15,0.59,9.64,17.86,8.28,6.66,4.49,5.15,4.25,57.86,6.69,108.06
24.02,4.77,7.2,1.46,8.8,1.02,4.21,0.72,0.74,6.58,3.43,65.81
40.52,0.08,7.19,1.4,3.17,7.32,4.41,8.67,3.37,154.89,9.58,181.49
19.16,3.42,5.73,10.89,5.28,6.76,9.51,4.52,5.75,136.58,8.57,176.1
23.49,1.21,0.52,8.59,0.7,9.87,5.63,6.43,2.48,138.82,9.73,184.07
21.64,0.7,5.76,13.68,4.34,5.42,5.97,9.74,0.71,83.33,3.41,135.4
23.05,0.44,5.81,18.34,7.47,3.64,6.68,4.83,6.29,136.02,9.96,180.35
20.56,2.32,5.4,17.76,8.56,7.13,7.61,9.28,9.31,101.82,3.89,177.3
26.13,3.82,5.74,10.19,8.06,4.65,2.53,8.26,1.73,31.62,0.71,92.46
13.5,0.34,7.12,15.81,5.96,0.88,5.01,0.11,6.99,171.61,0.47,176.41
44.25,2.39,4.2,12.33,2.28,4.76,9.28,5.79,4.68,39.34,9.27,143.66
5.52,3.32,8.93,15.23,4.52,1.94,1.11,1.33,8.45,114.63,6.51,131.89
4.71,3.9,6.98,11.99,7.68,2.94,8.29,7.39,6.44,121.4,6.03,162.53
3.32,1.08,4.22,17.72,1.72,4.97,2.92,5.42,8.74,77.51,5.1,101.07
14.98,4.05,4.94,9.85,8.36,6.17,2.48,7.45,4.02,18.38,9.38,97.61
8.41,4.06,2.09,13.76,4.48,0.63,5.36,1.62,4.32,28.56,7.96,73.72
28.73,2.91,7.06,11.4,1.17,5.83,1.28,4.38,2.65,8.62,8.53,84.66
47.11,3.16,5.52,4.37,1.36,7.84,1.64,8.81,8.78,14.55,3.14,102.45
0.63,3.89,2.73,0.79,1.66,7.01,8.76,1.05,9.24,19.02,5.75,58.65
14.08,1.36,7.06,16.48,8.6,2,9.67,9.28,5.43,83.45,2.41,142.5
44.53,3.45,5.06,1.6,5.01,1.16,7.15,7.92,6.04,84.83,5.59,138.58
46.22,3.58,9.48,5.08,1.19,8.11,7.71,6.04,9.05,99.36,2.01,182.57
14.61,2.19,1.84,8.72,7.14,6.75,4.66,5.64,8.68,151.3,6.56,161.81
25.22,1.51,9.08,11.96,2.06,1.92,7.44,7.1,5.76,55.92,7.43,116.2
31.86,4.69,7.29,19.75,0.38,7,1.24,8.04,8.1,147.9,1.78,189.15
18.18,1.15,1.9,19.16,3.12,9.73,8.91,3.45,0.04,183.99,8.06,193.72
11.86,2.24,5.57,19.61,0.43,7.96,8.43,7.29,0.86,168.78,8.6,204.51
17.61,0.35,0.93,2.71,6.52,2.28,9.97,5.36,8.67,161.62,9.15,181.57
40.64,2.62,5.5,19.98,7.95,5.59,2.18,6.62,7.98,22.26,0.3,126.91
48.05,3.2,4.16,9.18,7.08,0.94,4.18,9.27,7.39,48.58,0.23,127.13
44.67,4.86,8.27,1.92,1.8,7.42,8.82,5.19,1.05,117.42,7.75,175.83
23.23,3.82,7.79,15.91,8.81,7.8,5.96,6.42,9.86,93.53,7.97,164.97
5.88,1.18,6.32,17.34,8.78,9.45,2.74,6.59,8.55,168.62,1.86,179.23
3.35,2.03,1.2,9.82,4.81,0.88,1.92,8.35,6.68,73.8,1.65,97.25
17.98,1.94,2.57,8.41,6.89,3.64,0,2.93,1.43,90.48,6.4,100.99
24.08,0.52,0.97,10.18,7.77,0.84,5.32,2.06,0.43,185.59,9.71,177.63
1.18,4.64,0.75,14.3,7.41,6.81,9.15,8.36,3.71,19.5,7.17,92.42
45.78,0.4,2.07,3.09,2.73,9.17,6.54,0.25,3.51,20.69,0.7,81.3
31.31,4.34,9.29,10.75,0.28,1.49,2.28,0.22,1.59,146.79,2.28,167.15
4.46,4.26,0.09,3.79,4.36,2.67,6.65,6.36,0.17,196.33,3.88,184.12
11.53,2.77,7.62,7.15,4.16,7.46,6.81,1.02,8.79,125.05,5.83,148.74
15.26,3.1,5.63,19.41,2.43,7.99,8.12,0.54,9.75,172.06,1.51,188.83
48.66,3.56,8.05,8.48,4.67,0.23,9.97,8.71,7.7,40.08,3.91,136.24
35.55,1.76,8.17,4.98,4.49,9.56,4.3,9.35,2.4,173.33,0.77,181.13
6.52,1.6,6.09,12.32,2.07,2.52,0.9,9.97,0.49,136.86,3.59,151.06
45.39,1.44,4.65,1.15,7.92,1.08,5.26,8.78,7.76,166.08,0.14,182.03
5.94,3.81,2.94,7.93,9.84,1.34,5.24,6.84,2.09,121.39,6.87,130.74
31.75,2.54,0.6,4.85,5.63,5.75,2.12,0.87,0.31,169.86,8.03,157.19
4.09,0.21,3.3,7.84,6.71,4.6,1.91,9.79,7.31,144.28,7.19,141.53
21.32,3.8,2.95,14.58,3.08,6.71,9.56,2.58,9.32,8.69,2.82,91.62
40.93,2.81,5.05,18.17,4.27,6.38,3.75,1.4,4.3,139.14,3.06,191.17
29.32,3.78,3.67,2.28,5.91,7.58,3.51,4.14,3.47,94.19,4.42,145.05
37.14,2.21,5.29,3.82,1.8,4.31,7.2,0.62,0.75,139.09,2.36,144.79
2.93,0.29,8.81,15.48,7.82,4.08,9.34,0.64,2.39,54.59,6.51,102.7
33.75,2.85,3.31,1.41,7.38,7.1,5.07,0.88,6.62,40,9.2,104.41
2.31,2.29,9.47,2.99,9.8,3.74,3.01,0.01,0.02,45.56,0.58,63.72
34.87,3.48,7.95,7.88,2.4,2.98,5.09,2.46,1.16,86.42,4.75,122.57
21.21,2.86,7.97,0.97,2.6,0,7.18,8.8,4.33,176.2,7.49,187.53
6.8,4.63,0.26,15.37,0.4,6.82,1.5,6.73,6.92,7.04,6.05,68.93
25.76,0.69,6.12,12,9.34,1.35,8.09,0.18,2.14,48.59,1.05,93.86
2.91,2.33,8.04,4.02,3.32,6.72,3,7.38,1.61,42.87,9.47,73.07
43.29,1.79,2.5,0.64,6.77,0.11,5.97,5.37,8.4,154.76,0.04,178.18
0.77,3.33,8.54,3.97,5.23,8.17,9.68,1.65,8.1,145.65,5.22,161.29
26.77,3.29,7.09,2.71,2.02,6.5,1.73,2.17,1.98,144.75,8.76,147.3
22.98,3.56,6.12,12.23,7.65,3.53,9.48,1.69,4.75,85.6,2.55,132.02
10.5,2.14,1.29,2.92,6.96,3.03,0.89,3.11,4.35,61.28,0.44,74.42
47.18,3.42,2.83,8.31,1.99,0.92,2.88,1.93,7.29,102.88,4.62,154.58
13.37,4.93,0.25,6.9,3.27,3.69,4.92,7.6,1.6,59.9,8.79,85.73
13.48,4.44,4.67,0.18,8.83,0.49,8.46,2.55,6.71,17.42,1.25,70.49
36.29,1.39,1.95,13.8,4.44,4.59,4.7,9.84,7.98,23.57,5.27,124.13
42.92,2.72,1.07,16.1,7.05,6.89,5.63,7.81,8.62,51.78,0.2,140.59
44.9,1.52,6.81,10.53,3.9,4.95,6.91,1.75,9.6,88.72,3.99,151.26
18.1,3.96,1.39,3.74,9.29,6.61,7.11,3.33,6.13,52.45,9.28,101.17
28.2,1.71,9.51,12.73,6.56,5.18,8.39,3.44,1.87,78.8,3.61,134.82
29.56,1.28,6.17,5.61,1.57,2.74,9.04,3.66,8.68,23.65,8.56,71.47
42.05,2.71,1.08,7.07,1.87,9.54,1.78,9.45,0.46,139.81,3.28,174.63
38.53,0.71,0.05,1.72,2.24,3.83,9.71,1.43,2.38,63.42,8.25,114.99
6.55,4.64,2.96,3.17,6.17,2.87,8.28,2.53,6.77,122.42,0.56,119.1
13.49,0.91,0.29,8.2,8.82,1.13,0.74,6.46,6.42,148.57,8.6,147
3.05,1.62,6.95,15.3,5.82,1.89,5.66,9.25,3.96,82.28,4.25,145.84
0.94,2.72,5.75,19.93,2.01,0.07,2.87,6.14,1.47,98.95,7.59,131.08
13.71,1.98,1.93,8.64,3.35,0.74,6.52,2.56,9.34,76.4,0.83,120.65
24.86,2.25,1.78,8.33,2.64,0.73,3.09,4.19,9.91,156.08,4.75,175.28
24.07,1.14,9.4,7.91,2.33,5.11,9.1,6.32,2.83,117.8,2.98,141.96
27.91,4.49,0.09,14.68,6.13,4.38,1.37,4.28,4.7,80.07,2.47,107.76
32.25,3.01,0.5,12.22,7.61,8.18,4.59,2.73,6.47,188.49,3.5,200.9
39.96,2.42,4.87,12.87,9.44,2.24,8.06,7.93,8.76,96.7,8.41,175.72
17.65,2.8,6.06,10.73,0.73,4.11,4.58,5.03,4.72,138.86,3.79,154.98
24.73,0.97,9.19,12.52,7.25,1.46,7.84,8.66,7,166.2,2.64,192.58
1.89,2.56,4.05,19.57,0.11,6.22,9.36,4.31,8.47,140.23,6.24,168.11
28.14,4.54,6.66,17.7,7.85,0.3,7.29,6.99,8.81,38.27,8.81,150.32
11.99,1.31,1.72,16.42,2.72,4.02,3.45,6.87,6.97,64.19,4.83,121.04
30.41,0.73,4.54,3.37,0.29,1.81,5.92,7.37,6.19,32.48,3.7,104.9
33.97,2.35,9.55,9.66,4.99,5.72,1.32,0.03,8.62,11.11,2.83,71.51
19.16,0.31,3.92,8.3,9.56,5.4,7.12,3.88,0.88,107.3,8.52,138.89
23.94,4.45,0.74,14.85,1.75,7.51,3.93,2.42,8.14,3.62,6.27,74.16
20,3.87,3.05,15.25,8.61,3.89,7.3,2.68,2.8,82.7,6.22,131.05
48.77,1.11,6.8,1.43,5.02,7.64,6.78,9.89,9.49,26.16,8.79,115.88
21.72,0.53,8.71,15.8,8.17,4.55,2.43,8.73,8.42,99.28,0.62,171.79
